category,source,copy,sha256,bytes,status,adaptation_notes
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\connections.yaml,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\connections.yaml,033779465881b2db1971e7678972c0adbad5e800a26ae4e95fcc78038f30a37b,567,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\saved_configs.yaml,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\saved_configs.yaml,fb686147d41f7615a4ba7709b346a73c4211f8c4cc8dd17bc9eaf20394c1876f,2242,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\settings.yaml,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\config\settings.yaml,4d13a10fe36336597dcdf7a65c8c36f1f1b6a9949effabbabeb0e30114b5d44e,439,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\__init__.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\__init__.py,9c6e5c3a6c3ae9086ebf4445820fc57bfe712d37e3b752455d247396f13bc02b,46,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\connections.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\connections.py,a5b0bc9d4d6340841188e0072882211a90e411fbd5e005cd2ccc2cac5858937f,7493,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\runner.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\runner.py,d3cfe9586494a90dcaa8fbac1556500496ba06d2629c79476e8306702dfcd7bd,7769,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\scheduler.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\scheduler.py,8bf835d0514e5cd0e0acf56dff3c1baea0920002ffb3987c0c7cd34f6786c646,10131,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\script_loader.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\script_loader.py,7bb23bfa89d42e80d57059bc843e1809b08ca288e9dc79a00adc5c94f431ec1b,6263,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\sgo_engine.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\core\sgo_engine.py,cd5c908dbfe80d32a0694a86acde57eafa0f31f70ad977c7260f43a4be9dea07,9962,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\__init__.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\__init__.py,46ed03044cae93e650db2282879697d3f3f6461126efcb39316b72f0e972a78f,45,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\app_window.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\app_window.py,32c41432657ac11e62e9c461c25a87bfee19f08e91a4fc175b53c8d413bedebb,41049,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\log_panel.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\log_panel.py,c0992b899db8ceed616542e8335c0ae893470ec5d750caa887d823de0df354dd,9948,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\script_panel.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\gui\script_panel.py,d3eff2863c1555ecd89dc87d8fbd1d2f06d1394fb3c448c2dfd2b94be20b6efc,10622,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\meta\__init__.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\meta\__init__.py,66b8b0aa6a40b9bf3f83072086eaaae8c493c00e132cb04f86d1a19f79297f24,37,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\meta\manifests.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\app\meta\manifests.py,6e8feb4877011d253fa3d206a407419b6c25165ae4444df9a2001ceda8be6de2,13481,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\data_lake\bls\bls_20251220_055828.csv,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\data_lake\bls\bls_20251220_055828.csv,760f471ce5f2246b7109345576db77a6d4ca092d21630f410ebfcf5c0d6bd60b,13361,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\data_lake\mortality\deaths_of_despair_2000_2023_20251220_060046.csv,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\data_lake\mortality\deaths_of_despair_2000_2023_20251220_060046.csv,86ae9ad4a1958c216c89d36ec3e7d1cfb12b06ba8667c9cce49f0b3302e4686f,3142,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\__init__.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\__init__.py,b7b0f6830d27d7b7bc6a3754f5b1f161a8f205a721d162f97a8c328e2b43f13c,57,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\analysis_three_sciences.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\analysis_three_sciences.py,d9a5a51d07a9af4befa9fd635a5a2c7f177739c2f7bf6a1ce7e40c5bfddb286f,14162,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_bls.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_bls.py,0cbb70fee6867086acfb0014d5ba29db234cc10835867e3b83aab8c8f3c7648e,6754,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_cdc_mortality.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_cdc_mortality.py,9a8e653595e5b9abde629a3be9c22db499727d111e5334211eac1bc250251a41,9092,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_financial_crisis.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_financial_crisis.py,cfda9c196ba35f173217ef4bd78ecf2ff38df1ab81b8db8537c8af8fb841ca4f,10200,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_fred.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_fred.py,bdcb61e87cfc0ecd7a88020ef3a9e3427bea91af4ff0ecc41b2cb359ca17484e,5917,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_gcp_coherence.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\api_gcp_coherence.py,c31e8df2dca194637203649188371c9973d7fd35f2217caa0ed254560a960dba,11847,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_html_tables_to_csv.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_html_tables_to_csv.py,70c504e6a44a81f63c6c3869c25cac64565f5fea9f65c9367274f57b258212d6,1798,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_html_to_markdown.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_html_to_markdown.py,fa546271323899732257b60ae6c7d4345738a91bf796610d26c3dbaedbc21296,1724,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_markdown_to_html.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_markdown_to_html.py,93b65e8dcd41d3cda29fc289856dccc413e57ad56ab705dad63ad124645fb4c9,3689,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_text_to_markdown.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\convert_text_to_markdown.py,70302823b969a7c5a3b215603f3750d36ff7f282d66755b7926984edea20930c,1706,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\data_cleaner.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\data_cleaner.py,d0dda4ae0bcc3bbc8423229a4295e1f0b1583147d7b2ce627cf193dfedf08dc6,9492,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\ingest_nsduh.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\ingest_nsduh.py,7a5df158e0bfb02f9452b7e69748e6c7d0942c1021d677ad6dcbae9437a95583,4836,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Conversions_and_Data_Tools,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\ingest_teds.py,Conversions_and_Data_Tools\01_ENGINE\01_ENGINE\scripts\python_pipeline\data_command_center\scripts\ingest_teds.py,af4917e220ccae2059bd5eeb1daffc6670b1769667661d7b1838fb8e564f5517,4505,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\RUN.bat,API_Station_References\01_ENGINE\02_OPENAI\CALL\RUN.bat,528560dc3707bb833181ec210cb91efdaf3603e127d884a1793f951e41296c7a,1383,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\call_openai.py,API_Station_References\01_ENGINE\02_OPENAI\CALL\call_openai.py,9a4572676c318b61bcd6ac787ed348c6e292518660fb115057b288f51029ade6,11593,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\config.example.txt,API_Station_References\01_ENGINE\02_OPENAI\CALL\config.example.txt,a564507c27e4fa36c4c45e34192aecf2806a3a2863431a2bac86a5737a3d9661,1197,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\prompt.txt,API_Station_References\01_ENGINE\02_OPENAI\CALL\prompt.txt,87daf5a2506d2a409ccd82164bd850113e18169872bad2398646dcc355786b93,8527,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\prompts\GENERIC.txt,API_Station_References\01_ENGINE\02_OPENAI\CALL\prompts\GENERIC.txt,cd7611875154ef2e01c2e574f108fb9455d0b71a3f872e7e90ebf58605b251bd,461,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\prompts\THREE_LAYER.txt,API_Station_References\01_ENGINE\02_OPENAI\CALL\prompts\THREE_LAYER.txt,465abab04544d551a06ea4b3b8925b782c91828a3ff70d2c4179c39910858ced,7095,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\CALL\prompts\TSNS_TAGGER.txt,API_Station_References\01_ENGINE\02_OPENAI\CALL\prompts\TSNS_TAGGER.txt,87daf5a2506d2a409ccd82164bd850113e18169872bad2398646dcc355786b93,8527,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\DECOMPRESS\RUN.bat,API_Station_References\01_ENGINE\02_OPENAI\DECOMPRESS\RUN.bat,d485369f4d4d4bed4088e687239d1c4e6d7825196637064720216892db38b20c,319,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\DECOMPRESS\prompt.txt,API_Station_References\01_ENGINE\02_OPENAI\DECOMPRESS\prompt.txt,0274004c17f021ec7cf055de8e1bf9944be39799c013289d0491a993b03207db,3061,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\DECOMPRESS\run_decompressor.py,API_Station_References\01_ENGINE\02_OPENAI\DECOMPRESS\run_decompressor.py,3e2343e497d96389a09879a50c0380413a7f190db3599b9d63f9ad0db84296d2,5256,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\RUN.bat,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\RUN.bat,bf4fd65e09826b6d072af353b33cc4389ca40bc44526538cd4902e14da710c1b,1090,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\call_openai.py,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\call_openai.py,9a4572676c318b61bcd6ac787ed348c6e292518660fb115057b288f51029ade6,11593,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\config.example.txt,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\config.example.txt,35ef025d09957fd42e0267e045c7fc84f9cb63d29befcd632a4135c4ff705a60,2036,REFERENCE_ONLY_NOT_RUN,machine-specific path references
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\prompt.txt,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\prompt.txt,c12a9f01f35cbd320fa3fd4430c955900e7df5f70aaad1a1932560ad909e95e5,1290,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\two_step_memory.json,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\two_step_memory.json,7c7f136f0388e91822a35ebb6840c18555bb9564bc0b11e4d09c60f6439b622b,857,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\YAML-COPILOT\two_step_yaml_copilot.py,API_Station_References\01_ENGINE\02_OPENAI\YAML-COPILOT\two_step_yaml_copilot.py,00756b8ba43bc38daa5f60c02ab731fb780bd78fd908714ed3b32e9e4fdaaf2b,32147,REFERENCE_ONLY_NOT_RUN,machine-specific path references; writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\DRY_RUN.bat,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\DRY_RUN.bat,ac1be0f9496ee09a6bcd9584583e251260d99f1c7ce6154798bd11ad69533a80,411,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\RUN.bat,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\RUN.bat,1c002feeec8546c520f80c413af07c00f252152115af5029269abde782cced60,828,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\batch_review.py,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\batch_review.py,5e3028ba5afe7c89cad56b90e4059104a24887a81a7911e2347fa6121284a6b6,11883,REFERENCE_ONLY_NOT_RUN,machine-specific path references; writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\build_master_excel.py,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\build_master_excel.py,05b3b498b907227cafe5ba1c0922fe5f3341b729966627e997e9375f1d5b7c96,6069,REFERENCE_ONLY_NOT_RUN,machine-specific path references; writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\config.example.txt,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\config.example.txt,6e0a46ec19ae79f87b32bfb3266ffb9efeae1157893004a31c52bff8f254cb78,579,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\prompt.txt,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\prompt.txt,f5a0d8f61ee92c38bac9917b429b9c55268b10b2670d2caa5746c05000e6ea85,6028,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\rebuild_master_and_cleanup.py,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\rebuild_master_and_cleanup.py,af92088b95c511b6cc48a7908bea36cffd0655e9324790b5a1079b47263739d2,8984,REFERENCE_ONLY_NOT_RUN,machine-specific path references; contains move/rename/delete operations; writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\restore_master.py,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\restore_master.py,ae34653711893463113eebe800e91bf912290273163cb608aa1ea46f49ce1b6e,19922,REFERENCE_ONLY_NOT_RUN,machine-specific path references; writes files; check overwrite behavior
API_Station_References,Z:\_Theophysics_v3\00_SYSTEM\01_ENGINE\02_OPENAI\PAPER-REVIEW\review_paper.py,API_Station_References\01_ENGINE\02_OPENAI\PAPER-REVIEW\review_paper.py,5e71f4deb85e0031cac84b43dd909c9a79392d816392695f075c58df660bc047,18679,REFERENCE_ONLY_NOT_RUN,writes files; check overwrite behavior
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\00_MATH_SUMMARY.md,Templates_and_Prompts\03_TEMPLATES\00_MATH_SUMMARY.md,c321f8fb3e7711c3e0f5d2c484a850d93cf4ad17aac8db06dfc3952666a24530,546,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\Decision.md,Templates_and_Prompts\03_TEMPLATES\Decision.md,e52ea76aa913e1a32a3c0fa366d4b615266943436a313395a8c47ca299b1a5be,1476,REFERENCE_ONLY_NOT_RUN,machine-specific path references
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\MASTER CANONICAL LIBRARY INDEX.md,Templates_and_Prompts\03_TEMPLATES\MASTER CANONICAL LIBRARY INDEX.md,253553e2f7988d3a50bf2d5939950b42c67c19ae93c2259078752317584766d6,1463,REFERENCE_ONLY_NOT_RUN,machine-specific path references
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\Master Research System.md,Templates_and_Prompts\03_TEMPLATES\Master Research System.md,8b9b90dd56f5aa2f34a6c58ba1725193b4b49ac8181017f6d9d84c58ed97a931,2509,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\NOVEL-TERM-TEMPLATE.md,Templates_and_Prompts\03_TEMPLATES\NOVEL-TERM-TEMPLATE.md,a06270cf18da457e2a2701796fee3f7cf9d7cfce57b283b4989fb1350c909f0c,3473,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\Not Yaml.md,Templates_and_Prompts\03_TEMPLATES\Not Yaml.md,cff7b1bf007364802d9f357006a55d5c40c0b86a238ba819c77a4b7ba8ccd39d,7416,REFERENCE_ONLY_NOT_RUN,machine-specific path references
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\PHYSICS + MATHEMATICAL FORMALISM TEMPLATE.md,Templates_and_Prompts\03_TEMPLATES\PHYSICS + MATHEMATICAL FORMALISM TEMPLATE.md,643026d26e066d35b59a8e9c5c72c6c6dc9cc6e1f91d108034d715b10cc33dc1,1164,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\Research Question.md,Templates_and_Prompts\03_TEMPLATES\Research Question.md,cdd6f6239817da832d216c3064327908d38f374e38b8396caa508fe832ad985e,1591,REFERENCE_ONLY_NOT_RUN,machine-specific path references
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE Universal Inquiry Workflow.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE Universal Inquiry Workflow.md,b5468f5a71c77bd26e5361d7e7aa78519bfa657727235394723ba8d89c25851c,8582,REFERENCE_ONLY_NOT_RUN,machine-specific path references
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE_Definition.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE_Definition.md,e5747f40f3822f10b76f203fe522ae40a834002866f8851a8ccb403768dd8587,284,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE_Entity.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE_Entity.md,dbaefc993fc413d85e8a58178b112a3ab2790777c5e0969b4d569845543506c4,434,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE_Objection.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE_Objection.md,5157b80dadec19856907eb3e4069f1ded931619498df9e9da885a156bcef2531,316,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE_Operator.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE_Operator.md,5f3cef03109e0c70ae04cf7f3753178475fd4f97357b227ad9d0f751ea1c9758,832,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
Templates_and_Prompts,Z:\_Theophysics_v3\00_SYSTEM\03_TEMPLATES\TEMPLATE_Paper.md,Templates_and_Prompts\03_TEMPLATES\TEMPLATE_Paper.md,368ca48550a54a231cb01d2b7e58bc802f080255a31d0247df2352599a6524ac,456,REFERENCE_ONLY_NOT_RUN,Review dependencies and inputs before enabling
